"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","MEASYEAR","FORFLTHK","LTRLRTHK","FORFLTHKN","LTRLRTHKN","FORFLTHKS","LTRLRTHKS","FORFLTHKE","LTRLRTHKE","FORFLTHKW","LTRLRTHKW","CONDID","VSTNBR","TXTRLYR1","TXTRLYR2","DPTHSBSL","SOILS_STATCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"76470651010538","59811100010538",2002,39,141,5316,4,2002,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,,,20,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470652010538","59811889010538",2002,39,145,2227,2,2002,1,1,0.8,0.8,0.8,0.8,1.2,1.2,1.2,1.2,2,1,2,2,20,1,"",2007-11-29,"10661","",,""
"76470653010538","59811889010538",2002,39,145,2227,3,2002,0.9,0.8,1.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,,,4.3,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470654010538","59811889010538",2002,39,145,2227,4,2002,2,2,2,2,2,2,2,2,2,2,1,1,,,7.1,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470658010538","59813380010538",2002,39,153,3576,2,2002,2.65,2.075,1.2,1.2,3.9,3.1,2.4,1.6,3.1,2.4,1,1,1,1,20,1,"",2007-11-29,"10661","",,""
"76470659010538","59813380010538",2002,39,153,3576,3,2002,1.7,1.7,0.8,0.8,2.4,2.4,1.6,1.6,2,2,3,1,,,15.7,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470660010538","59813380010538",2002,39,153,3576,4,2002,2.475,2.2,1.6,1.2,3.1,2.4,2.8,2.8,2.4,2.4,1,1,,,20,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470661010538","59813781010538",2002,39,155,5061,2,2002,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,1,2,15,1,"",2007-11-29,"10661","",,""
"76470662010538","59813781010538",2002,39,155,5061,3,2002,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.8,1,1,,,20,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470663010538","59813781010538",2002,39,155,5061,4,2002,0.7,0.7,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,1,1,,,7.5,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470670010538","59815863010538",2002,39,167,2110,2,2002,0.9,0.5,0.8,0.4,0.8,0.4,0.8,0.4,1.2,0.8,1,1,3,3,11.8,1,"",2007-11-29,"10661","",,""
"76470671010538","59815863010538",2002,39,167,2110,3,2002,0.9,0.5,0.8,0.4,1.2,0.8,0.8,0.4,0.8,0.4,1,1,,,13.8,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"76470672010538","59815863010538",2002,39,167,2110,4,2002,0.9,0.5,0.8,0.4,0.8,0.4,0.8,0.4,1.2,0.8,1,1,,,11,1,"",2007-11-29,"10661","",2007-11-29,"10661"
"54178828010538","59845225010538",2003,39,5,4827,2,2003,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1,1,2,2,13.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54178829010538","59845225010538",2003,39,5,4827,3,2003,1.7,1.2,2,1.2,1.2,0.8,2,1.6,1.6,1.2,1,1,,,5.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54178830010538","59845225010538",2003,39,5,4827,4,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181016010538","59845818010538",2003,39,7,1392,2,2003,0.4,0.3,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,1,1,2,3,14.6,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181017010538","59845818010538",2003,39,7,1392,3,2003,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,,,3.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181018010538","59845818010538",2003,39,7,1392,4,2003,0.9,0.4,0.8,0.4,0.8,0.4,0.8,0.4,1.2,0.4,1,1,,,11.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174361010538","59846299010538",2003,39,9,2380,2,2003,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174362010538","59846299010538",2003,39,9,2380,3,2003,,,,,,,,,,,,1,,,,4,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174363010538","59846299010538",2003,39,9,2380,4,2003,,,,,,,,,,,,1,,,,4,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179487010538","59846862010538",2003,39,11,2083,2,2003,0.8,0.7,0.8,0.8,1.2,1.2,0.4,0.4,0.8,0.4,2,1,2,2,10.2,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179488010538","59846862010538",2003,39,11,2083,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179489010538","59846862010538",2003,39,11,2083,4,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173051010538","59847831010538",2003,39,15,3247,2,2003,0.7,0.3,1.2,0.4,0.8,0.4,0.4,0.4,0.4,0,1,1,2,2,8.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173052010538","59847831010538",2003,39,15,3247,3,2003,1.5,0.8,1.2,0.8,1.6,0.8,1.2,0.4,2,1.2,1,1,,,7.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173053010538","59847831010538",2003,39,15,3247,4,2003,0.7,0.5,0.4,0.4,0.4,0.4,1.2,0.8,0.8,0.4,1,1,,,5.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177457010538","59848292010538",2003,39,19,2633,2,2003,1,0.5,1.2,0.8,0.8,0.4,0.8,0.4,1.2,0.4,1,1,1,1,11,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177458010538","59848292010538",2003,39,19,2633,3,2003,1.1,0.4,0.8,0.4,1.2,0.4,1.2,0.4,1.2,0.4,1,1,,,11,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177459010538","59848292010538",2003,39,19,2633,4,2003,1.2,0.6,1.2,0.8,1.2,0.8,1.2,0.4,1.2,0.4,1,1,,,16.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177737010538","59849784010538",2003,39,29,5665,2,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177738010538","59849784010538",2003,39,29,5665,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54178159010538","59850077010538",2003,39,31,1154,3,2003,15.7,11.8,15.7,11.8,15.7,11.8,15.7,11.8,15.7,11.8,1,1,,,7.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177739010538","59849784010538",2003,39,29,5665,4,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54178158010538","59850077010538",2003,39,31,1154,2,2003,9.85,7.9,11.8,7.9,7.9,7.9,11.8,7.9,7.9,7.9,1,1,2,2,12.6,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54178160010538","59850077010538",2003,39,31,1154,4,2003,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,1,1,,,4.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175686010538","59835507010538",2003,39,49,1720,2,2003,0.6,0.6,0.4,0.4,0.8,0.8,0.4,0.4,0.8,0.8,1,1,2,2,6.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175687010538","59835507010538",2003,39,49,1720,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175688010538","59835507010538",2003,39,49,1720,4,2003,0.5,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,1,1,,,5.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174185010538","59835838010538",2003,39,53,2364,2,2003,1.3,0.9,1.6,1.2,1.2,0.8,1.2,0.8,1.2,0.8,1,1,1,1,11.4,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174186010538","59835838010538",2003,39,53,2364,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174187010538","59835838010538",2003,39,53,2364,4,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181237010538","59836584010538",2003,39,55,1176,2,2003,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,1,7.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181238010538","59836584010538",2003,39,55,1176,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181239010538","59836584010538",2003,39,55,1176,4,2003,1.8,1.4,2,1.6,1.6,1.2,2.4,2,1.2,0.8,1,1,,,15.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54176113010538","59836717010538",2003,39,57,2961,2,2003,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,1,1,2,2,12.2,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54176114010538","59836717010538",2003,39,57,2961,3,2003,0.6,0.5,0.4,0.4,0.8,0.4,0.4,0.4,0.8,0.8,1,1,,,7.5,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54176115010538","59836717010538",2003,39,57,2961,4,2003,0.6,0.6,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,1,1,,,9.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177784010538","59838494010538",2003,39,67,4888,2,2003,1.1,0.7,1.2,0.8,1.2,0.8,0.8,0.4,1.2,0.8,1,1,1,1,5.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177785010538","59838494010538",2003,39,67,4888,3,2003,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,,,9.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54177786010538","59838494010538",2003,39,67,4888,4,2003,0,0,0,0,0,0,0,0,0,0,1,1,,,7.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175354010538","59839136010538",2003,39,71,5390,2,2003,0.6,0.3,0.4,0.4,0,0,0.8,0.4,1.2,0.4,1,1,2,2,4.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175355010538","59839136010538",2003,39,71,5390,3,2003,0.5,0.3,0.8,0.4,0,0,0.4,0.4,0.8,0.4,1,1,,,13.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54175356010538","59839136010538",2003,39,71,5390,4,2003,0.2,0.2,0,0,0.4,0.4,0,0,0.4,0.4,1,1,,,17.3,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54172303010538","59841598010538",2003,39,87,2049,2,2003,2,1.3,1.6,1.2,2.4,1.6,1.6,0.8,2.4,1.6,1,1,2,2,11.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54172304010538","59841598010538",2003,39,87,2049,3,2003,,,,,,,,,,,,1,,,,4,"",2006-08-16,"10538","",2007-11-29,"10661"
"54172305010538","59841598010538",2003,39,87,2049,4,2003,1,0.6,1.2,0.8,0.8,0.4,0.8,0.4,1.2,0.8,1,1,,,5.5,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179160010538","59842149010538",2003,39,91,4513,2,2003,0.6,0.6,0.8,0.8,0.4,0.4,0.4,0.4,0.8,0.8,1,1,2,2,9.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179161010538","59842149010538",2003,39,91,4513,3,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179162010538","59842149010538",2003,39,91,4513,4,2003,0.3,0.3,0.4,0.4,0.4,0.4,0,0,0.4,0.4,1,1,,,4.3,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181439010538","59842363010538",2003,39,95,3536,2,2003,2.3,1,2.4,1.2,2.4,0.8,2.4,0.8,2,1.2,1,1,3,3,20,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181440010538","59842363010538",2003,39,95,3536,3,2003,0.6,0.5,0.8,0.8,0.4,0.4,0.4,0.4,0.8,0.4,2,1,,,20,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54181441010538","59842363010538",2003,39,95,3536,4,2003,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2,1,,,20,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179117010538","59852459010538",2003,39,117,3433,2,2003,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,2,2,11.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179118010538","59852459010538",2003,39,117,3433,3,2003,0.6,0.6,0.4,0.4,0.8,0.8,0.4,0.4,0.8,0.8,1,1,,,12.2,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54179119010538","59852459010538",2003,39,117,3433,4,2003,0.5,0.5,0.4,0.4,0.4,0.4,0.8,0.8,0.4,0.4,1,1,,,8.3,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173996010538","59853254010538",2003,39,119,1245,2,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173997010538","59853254010538",2003,39,119,1245,3,2003,0,0,0,0,0,0,0,0,0,0,1,1,,,17.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173998010538","59853254010538",2003,39,119,1245,4,2003,,,,,,,,,,,,1,,,,2,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173677010538","59853380010538",2003,39,121,2146,2,2003,1.1,1,1.2,1.2,1.2,0.8,0.8,0.8,1.2,1.2,1,1,1,1,5.1,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173678010538","59853380010538",2003,39,121,2146,3,2003,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,1,,,3.9,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54173679010538","59853380010538",2003,39,121,2146,4,2003,0.6,0.6,0.4,0.4,0.8,0.8,0.4,0.4,0.8,0.8,1,1,,,5.5,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174974010538","59854367010538",2003,39,127,3072,2,2003,14.35,13.875,11.8,11.8,15.7,14.2,15.7,15.7,14.2,13.8,1,1,1,3,13.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174975010538","59854367010538",2003,39,127,3072,3,2003,0,0,0,0,0,0,0,0,0,0,2,1,,,20,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54174976010538","59854367010538",2003,39,127,3072,4,2003,11.3,11.3,11.8,11.8,9.8,9.8,11.8,11.8,11.8,11.8,1,1,,,4.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54176487010538","59855376010538",2003,39,135,1422,2,2003,1.1,0.6,1.2,0.4,0.8,0.4,0.8,0.4,1.6,1.2,1,1,2,2,8.7,1,"",2006-08-16,"10538","",2007-11-29,"10661"
"54176488010538","59855376010538",2003,39,135,1422,3,2003,0.9,0.6,0.8,0.4,1.2,0.8,1.2,0.8,0.4,0.4,1,1,,,9.8,1,"",2006-08-16,"10538","",2007-11-29,"10661"
