"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","MEASYEAR","FORFLTHK","LTRLRTHK","FORFLTHKN","LTRLRTHKN","FORFLTHKS","LTRLRTHKS","FORFLTHKE","LTRLRTHKE","FORFLTHKW","LTRLRTHKW","CONDID","VSTNBR","TXTRLYR1","TXTRLYR2","DPTHSBSL","SOILS_STATCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"211869869020004","247063695010661",2012,39,145,33,2,2012,1.7,1.45,2.5,1.9,1.1,1,1.6,1.5,1.6,1.4,1,2,2,2,7.2,1,"",2013-07-15,"20004","",,""
"211869870020004","247063695010661",2012,39,145,33,3,2012,1.825,1.775,1,1,1.6,1.6,3.1,3,1.6,1.5,1,2,,,9.6,1,"",2013-07-15,"20004","",,""
"211869871020004","247063695010661",2012,39,145,33,4,2012,0.875,0.65,0.5,0.5,0,0,2.9,2,0.1,0.1,1,2,,,9.9,1,"",2013-07-15,"20004","",,""
"211877142020004","247063951010661",2012,39,167,404,2,2012,0.6,0.6,0.8,0.8,1.1,1.1,0.1,0.1,0.4,0.4,1,2,2,2,4,1,"",2013-07-15,"20004","",,""
"211877143020004","247063951010661",2012,39,167,404,3,2012,0.475,0.475,0.7,0.7,0.6,0.6,0.4,0.4,0.2,0.2,1,2,,,5.8,1,"",2013-07-15,"20004","",,""
"211877144020004","247063951010661",2012,39,167,404,4,2012,0.875,0.85,1.8,1.8,1.1,1.1,0.1,0.1,0.5,0.4,1,2,,,10.5,1,"",2013-07-15,"20004","",,""
"271061662489998","16232407020004",2013,39,1,5656,2,2013,1.6,0.55,2.3,1,0.6,0.1,1.3,0.4,2.2,0.7,1,2,2,2,14.4,1,"",2014-07-22,"489998","",,""
"271061663489998","16232407020004",2013,39,1,5656,3,2013,2.5,1.45,2.2,1.8,2.8,2,2,0.5,3,1.5,1,2,,,5.8,1,"",2014-07-22,"489998","",,""
"271061664489998","16232407020004",2013,39,1,5656,4,2013,3.675,1.35,4.3,1.2,2.8,1,3.2,1.2,4.4,2,1,2,,,7.3,1,"",2014-07-22,"489998","",,""
"271071031489998","16232912020004",2013,39,13,2644,2,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271071032489998","16232912020004",2013,39,13,2644,3,2013,2.2,1.85,2,1.7,2.2,1.8,2.2,1.8,2.4,2.1,1,2,,,10.8,1,"",2014-07-22,"489998","",,""
"271071033489998","16232912020004",2013,39,13,2644,4,2013,3.225,2.225,3.4,2,3.1,2.4,3.6,2.5,2.8,2,1,2,,,5.5,1,"",2014-07-22,"489998","",,""
"271062970489998","16232500020004",2013,39,15,2715,2,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271062971489998","16232500020004",2013,39,15,2715,3,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271062972489998","16232500020004",2013,39,15,2715,4,2013,1.225,1.225,0.8,0.8,1.9,1.9,0.5,0.5,1.7,1.7,2,2,,,12.2,1,"",2014-07-22,"489998","",,""
"271065370489998","16232740020004",2013,39,31,4927,2,2013,0.425,0.325,0.5,0.4,0.6,0.5,0.3,0.2,0.3,0.2,1,2,2,2,7,1,"",2014-07-22,"489998","",,""
"271065371489998","16232740020004",2013,39,31,4927,3,2013,0.775,0.675,0.8,0.7,0.9,0.8,0.6,0.5,0.8,0.7,1,2,,,0.6,1,"",2014-07-22,"489998","",,""
"271065372489998","16232740020004",2013,39,31,4927,4,2013,0.375,0.275,0.6,0.5,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,6,1,"",2014-07-22,"489998","",,""
"271070076489998","16232880020004",2013,39,59,1944,2,2013,0.4,0.325,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.3,1,2,2,2,11,1,"",2014-07-22,"489998","",,""
"271070077489998","16232880020004",2013,39,59,1944,3,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271070078489998","16232880020004",2013,39,59,1944,4,2013,0.25,0.225,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,1,2,,,16,1,"",2014-07-22,"489998","",,""
"271075107489998","16233044020004",2013,39,73,4384,2,2013,2.3,0.75,2.4,0.4,1.3,0.6,3.4,1.2,2.1,0.8,1,2,2,2,19.6,1,"",2014-07-22,"489998","",,""
"271075108489998","16233044020004",2013,39,73,4384,3,2013,0.575,0.575,0.4,0.4,0.5,0.5,0.8,0.8,0.6,0.6,1,2,,,15.4,1,"",2014-07-22,"489998","",,""
"271075109489998","16233044020004",2013,39,73,4384,4,2013,2.425,0.725,2.3,0.8,3.3,1,2.2,0.6,1.9,0.5,1,2,,,12.2,1,"",2014-07-22,"489998","",,""
"271075567489998","16233051020004",2013,39,79,2106,2,2013,0.575,0.575,1.2,1.2,0.5,0.5,0.3,0.3,0.3,0.3,1,2,2,2,19.5,1,"",2014-07-22,"489998","",,""
"271075568489998","16233051020004",2013,39,79,2106,3,2013,1.25,1.25,1.3,1.3,1.3,1.3,1.5,1.5,0.9,0.9,1,2,,,19.9,1,"",2014-07-22,"489998","",,""
"271075569489998","16233051020004",2013,39,79,2106,4,2013,1.225,1.225,0.8,0.8,1.2,1.2,2.2,2.2,0.7,0.7,1,2,,,16.5,1,"",2014-07-22,"489998","",,""
"271074820489998","16233038020004",2013,39,99,5047,2,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271074821489998","16233038020004",2013,39,99,5047,3,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271074822489998","16233038020004",2013,39,99,5047,4,2013,,,,,,,,,,,,2,,,,2,"",2014-07-22,"489998","",,""
"271074393489998","16233029020004",2013,39,105,2981,2,2013,1.55,1.55,0.5,0.5,1.9,1.9,1.2,1.2,2.6,2.6,1,2,1,4,0.8,1,"",2014-07-22,"489998","",,""
"271074394489998","16233029020004",2013,39,105,2981,3,2013,2.25,1.825,0.7,0.6,2.7,2.4,4.4,4.2,1.2,0.1,1,2,,,0.7,1,"",2014-07-22,"489998","",,""
"271074395489998","16233029020004",2013,39,105,2981,4,2013,0.9,0.875,0.5,0.4,0.9,0.9,2,2,0.2,0.2,1,2,,,1.2,1,"",2014-07-22,"489998","",,""
"271071336489998","16232918020004",2013,39,111,3407,2,2013,0.75,0.75,0.8,0.8,0.1,0.1,0.1,0.1,2,2,1,2,2,2,1.6,1,"",2014-07-22,"489998","",,""
"271071337489998","16232918020004",2013,39,111,3407,3,2013,0.7,0.7,0,0,1.5,1.5,0.7,0.7,0.6,0.6,1,2,,,0.7,1,"",2014-07-22,"489998","",,""
"271071338489998","16232918020004",2013,39,111,3407,4,2013,0.9,0.6,0.8,0.8,1.3,0.5,0.7,0.7,0.8,0.4,1,2,,,0.6,1,"",2014-07-22,"489998","",,""
"271073740489998","16233015020004",2013,39,119,1949,2,2013,0.55,0.45,0.9,0.8,0.4,0.3,0.5,0.4,0.4,0.3,1,2,2,2,4,1,"",2014-07-22,"489998","",,""
"271073741489998","16233015020004",2013,39,119,1949,3,2013,1.85,1.7,1.8,1.7,2.1,1.9,2.6,2.4,0.9,0.8,1,2,,,7,1,"",2014-07-22,"489998","",,""
"271073742489998","16233015020004",2013,39,119,1949,4,2013,1.325,1.225,0.6,0.5,2.2,2.1,0.6,0.5,1.9,1.8,1,2,,,8,1,"",2014-07-22,"489998","",,""
"271073926489998","16233019020004",2013,39,127,918,2,2013,0.5,0.4,0.5,0.4,0.4,0.3,0.7,0.6,0.4,0.3,1,1,2,2,16,1,"",2014-07-22,"489998","",,""
"271073927489998","16233019020004",2013,39,127,918,3,2013,0.375,0.275,0.5,0.4,0.4,0.3,0.2,0.1,0.4,0.3,1,1,,,16,1,"",2014-07-22,"489998","",,""
"271073928489998","16233019020004",2013,39,127,918,4,2013,,,,,,,,,,,,1,,,,2,"",2014-07-22,"489998","",,""
"271061290489998","16232402020004",2013,39,131,2188,2,2013,3.275,1.925,4,1.5,2.8,1.7,2.5,1.7,3.8,2.8,1,2,2,2,14.9,1,"",2014-07-22,"489998","",,""
"271061291489998","16232402020004",2013,39,131,2188,3,2013,1.6,1.55,1,1,2.3,2.3,2,1.8,1.1,1.1,1,2,,,11.1,1,"",2014-07-22,"489998","",,""
"271061292489998","16232402020004",2013,39,131,2188,4,2013,0.875,0.8,1.1,0.8,0.4,0.4,0.9,0.9,1.1,1.1,1,2,,,5.6,1,"",2014-07-22,"489998","",,""
"271061754489998","16232416020004",2013,39,139,3570,2,2013,,,,,,,,,,,,1,,,,2,"",2014-07-22,"489998","",,""
"271061755489998","16232416020004",2013,39,139,3570,3,2013,,,,,,,,,,,,1,,,,2,"",2014-07-22,"489998","",,""
"271061756489998","16232416020004",2013,39,139,3570,4,2013,,,,,,,,,,,,1,,,,2,"",2014-07-22,"489998","",,""
"271065856489998","16232760020004",2013,39,141,5316,2,2013,1.2,1.2,0.1,0.1,1,1,2.5,2.5,1.2,1.2,1,2,2,2,7.9,1,"",2014-07-22,"489998","",,""
"271065857489998","16232760020004",2013,39,141,5316,3,2013,0.425,0.425,0.1,0.1,0.1,0.1,1,1,0.5,0.5,1,2,,,3.5,1,"",2014-07-22,"489998","",,""
"271065858489998","16232760020004",2013,39,141,5316,4,2013,0.9,0.9,0.9,0.9,1.1,1.1,0.4,0.4,1.2,1.2,1,2,,,5.8,1,"",2014-07-22,"489998","",,""
"271069410489998","16232862020004",2013,39,145,2227,2,2013,1.35,0.75,1.7,0.6,0.9,0.4,1,1,1.8,1,3,2,2,2,19.1,1,"",2014-07-22,"489998","",,""
"271069411489998","16232862020004",2013,39,145,2227,3,2013,2.575,2.1,3.5,3,2,1.9,2.8,2,2,1.5,1,2,,,8.1,1,"",2014-07-22,"489998","",,""
"271069412489998","16232862020004",2013,39,145,2227,4,2013,2.3,0.85,2,0.1,2.9,1.5,1.3,0.8,3,1,1,2,,,11.3,1,"",2014-07-22,"489998","",,""
"271075684489998","16233054020004",2013,39,153,3576,2,2013,2.525,2.425,2.8,2.7,1.8,1.7,2.4,2.3,3.1,3,1,2,2,2,20,1,"",2014-07-22,"489998","",,""
"271075685489998","16233054020004",2013,39,153,3576,3,2013,0.375,0.275,0.5,0.4,0.3,0.2,0.4,0.3,0.3,0.2,2,2,,,15,1,"",2014-07-22,"489998","",,""
"271075686489998","16233054020004",2013,39,153,3576,4,2013,2.475,2.375,1.2,1.1,2.6,2.5,3,2.9,3.1,3,1,2,,,18,1,"",2014-07-22,"489998","",,""
"271074550489998","16233032020004",2013,39,155,5061,2,2013,1.55,1.525,2,2,1.8,1.8,0.9,0.9,1.5,1.4,1,2,2,2,20,1,"",2014-07-22,"489998","",,""
"271074551489998","16233032020004",2013,39,155,5061,3,2013,2.675,2.625,1.8,1.8,3.7,3.6,3.6,3.5,1.6,1.6,1,2,,,20,1,"",2014-07-22,"489998","",,""
"271074552489998","16233032020004",2013,39,155,5061,4,2013,0.575,0.575,0.2,0.2,0.7,0.7,0.4,0.4,1,1,1,2,,,20,1,"",2014-07-22,"489998","",,""
"271076609489998","16233083020004",2013,39,167,2110,2,2013,1.225,0.8,0.9,0.6,0.9,0.7,1.2,0.7,1.9,1.2,1,2,3,1,1.4,1,"",2014-07-22,"489998","",,""
"271076610489998","16233083020004",2013,39,167,2110,3,2013,1.025,0.45,1.6,1.5,1.3,0.1,0.5,0.1,0.7,0.1,1,2,,,1.5,1,"",2014-07-22,"489998","",,""
"271076611489998","16233083020004",2013,39,167,2110,4,2013,1.5,0.475,1.2,1,0.2,0.2,3.9,0.1,0.7,0.6,1,2,,,2,1,"",2014-07-22,"489998","",,""
"334955713489998","171867917020004",2014,39,5,4827,2,2014,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,1,2,2,2,3,1,"",2015-06-01,"489998","",,""
"334955714489998","171867917020004",2014,39,5,4827,3,2014,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,1,2,,,18,1,"",2015-06-01,"489998","",,""
"334955715489998","171867917020004",2014,39,5,4827,4,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334960949489998","171868088020004",2014,39,9,2380,2,2014,0.125,0.125,0.1,0.1,0.3,0.3,0.1,0.1,0,0,1,2,1,1,1.7,1,"",2015-06-01,"489998","",,""
"334960950489998","171868088020004",2014,39,9,2380,3,2014,0.825,0.825,0.2,0.2,0.5,0.5,1.1,1.1,1.5,1.5,2,2,,,0.8,1,"",2015-06-01,"489998","",,""
"334960951489998","171868088020004",2014,39,9,2380,4,2014,,,,,,,,,,,,2,,,,4,"",2015-06-01,"489998","",,""
"334951669489998","171867720020004",2014,39,11,2083,2,2014,0.375,0.375,0.7,0.7,0.2,0.2,0.6,0.6,0,0,2,2,2,2,20,1,"",2015-06-01,"489998","",,""
"334951670489998","171867720020004",2014,39,11,2083,3,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334951671489998","171867720020004",2014,39,11,2083,4,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334952042489998","171867746020004",2014,39,15,3247,2,2014,3.45,3.35,2.6,2.5,6.1,6,2.8,2.7,2.3,2.2,1,2,2,2,5.7,1,"",2015-06-01,"489998","",,""
"334952043489998","171867746020004",2014,39,15,3247,3,2014,1.675,1.575,2.6,2.5,1.9,1.8,1,0.9,1.2,1.1,1,2,,,6.2,1,"",2015-06-01,"489998","",,""
"334956802489998","171867937020004",2014,39,19,2633,4,2014,0.175,0.175,0.1,0.1,0.3,0.3,0.1,0.1,0.2,0.2,1,2,,,11.8,1,"",2015-06-01,"489998","",,""
"334952044489998","171867746020004",2014,39,15,3247,4,2014,0.45,0.45,0.8,0.8,0,0,0.9,0.9,0.1,0.1,1,2,,,8.7,1,"",2015-06-01,"489998","",,""
"334956800489998","171867937020004",2014,39,19,2633,2,2014,1.55,1.55,1.5,1.5,2,2,2,2,0.7,0.7,1,2,2,2,1.1,1,"",2015-06-01,"489998","",,""
"334956801489998","171867937020004",2014,39,19,2633,3,2014,1.3,0.575,0.8,0.3,1.3,0.8,1.8,0.9,1.3,0.3,1,2,,,20,1,"",2015-06-01,"489998","",,""
"334959776489998","171868044020004",2014,39,29,5665,2,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334959777489998","171868044020004",2014,39,29,5665,3,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334959778489998","171868044020004",2014,39,29,5665,4,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334949973489998","171867601020004",2014,39,49,1720,2,2014,0.575,0.575,0.7,0.7,0.8,0.8,0.2,0.2,0.6,0.6,1,2,2,2,6.7,1,"",2015-06-01,"489998","",,""
"334949974489998","171867601020004",2014,39,49,1720,3,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334949975489998","171867601020004",2014,39,49,1720,4,2014,0.175,0.175,0.2,0.2,0,0,0.2,0.2,0.3,0.3,1,2,,,15.3,1,"",2015-06-01,"489998","",,""
"334953973489998","171867849020004",2014,39,55,1176,2,2014,0.825,0.675,0.8,0.6,1.1,0.9,0.7,0.6,0.7,0.6,1,2,1,2,17.3,1,"",2015-06-01,"489998","",,""
"334953974489998","171867849020004",2014,39,55,1176,3,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334953975489998","171867849020004",2014,39,55,1176,4,2014,0.95,0.8,1.1,1,0.7,0.6,0.9,0.7,1.1,0.9,1,2,,,15.5,1,"",2015-06-01,"489998","",,""
"334956019489998","171867923020004",2014,39,87,2049,2,2014,1.425,1.225,1.9,1.3,0.9,0.9,0.4,0.4,2.5,2.3,2,2,2,2,7.9,1,"",2015-06-01,"489998","",,""
"334956020489998","171867923020004",2014,39,87,2049,3,2014,1.9,1.775,1.8,1.6,2.4,2.3,1.8,1.7,1.6,1.5,1,2,,,6.6,1,"",2015-06-01,"489998","",,""
"334956021489998","171867923020004",2014,39,87,2049,4,2014,0.95,0.95,1,1,2.3,2.3,0.5,0.5,0,0,1,2,,,18.1,1,"",2015-06-01,"489998","",,""
"334949187489998","171867451020004",2014,39,91,4513,2,2014,0.275,0.275,0.2,0.2,0.4,0.4,0.2,0.2,0.3,0.3,1,2,2,2,8.7,1,"",2015-06-01,"489998","",,""
"334949188489998","171867451020004",2014,39,91,4513,3,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"334949189489998","171867451020004",2014,39,91,4513,4,2014,0.8,0.8,1.1,1.1,0.7,0.7,0.8,0.8,0.6,0.6,1,2,,,7.6,1,"",2015-06-01,"489998","",,""
"334950242489998","171867622020004",2014,39,95,3536,2,2014,1.725,1.45,1.3,1.2,2.6,2,1.7,1.5,1.3,1.1,1,2,3,3,20,1,"",2015-06-01,"489998","",,""
"334950243489998","171867622020004",2014,39,95,3536,3,2014,0.575,0.475,0.4,0.3,0.8,0.7,0.4,0.3,0.7,0.6,2,2,,,20,1,"",2015-06-01,"489998","",,""
"334950244489998","171867622020004",2014,39,95,3536,4,2014,0.525,0.425,0.9,0.8,0.3,0.2,0.1,0,0.8,0.7,2,2,,,20,1,"",2015-06-01,"489998","",,""
"334948900489998","171867407020004",2014,39,117,3433,2,2014,0.225,0.225,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,1,2,2,2,10.4,1,"",2015-06-01,"489998","",,""
"334948901489998","171867407020004",2014,39,117,3433,3,2014,0.275,0.275,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,2,2,,,10.3,1,"",2015-06-01,"489998","",,""
"334948902489998","171867407020004",2014,39,117,3433,4,2014,1.675,1.675,1.7,1.7,1.3,1.3,1.9,1.9,1.8,1.8,2,2,,,8.2,1,"",2015-06-01,"489998","",,""
"334947782489998","171867303020004",2014,39,127,3072,2,2014,0.35,0.25,0.4,0.3,0.2,0.1,0.6,0.5,0.2,0.1,1,2,2,2,16,1,"",2015-06-01,"489998","",,""
"334947783489998","171867303020004",2014,39,127,3072,3,2014,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,2,2,,,20,1,"",2015-06-01,"489998","",,""
"334947784489998","171867303020004",2014,39,127,3072,4,2014,0.275,0.175,0.2,0.1,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,10,1,"",2015-06-01,"489998","",,""
"334953080489998","171867816020004",2014,39,141,3077,2,2014,0.25,0.25,0.2,0.2,0.1,0.1,0,0,0.7,0.7,1,2,2,2,2.6,1,"",2015-06-01,"489998","",,""
"334953081489998","171867816020004",2014,39,141,3077,3,2014,2.75,2.325,3.6,2.7,2.3,2.2,1.8,1.2,3.3,3.2,1,2,,,4,1,"",2015-06-01,"489998","",,""
"334953082489998","171867816020004",2014,39,141,3077,4,2014,,,,,,,,,,,,2,,,,2,"",2015-06-01,"489998","",,""
"381537282489998","251630448489998",2015,39,25,5374,2,2015,0.475,0.475,0.7,0.7,0,0,0.8,0.8,0.4,0.4,1,2,2,2,20,1,"",2016-03-25,"489998","",,""
"381537283489998","251630448489998",2015,39,25,5374,3,2015,0.525,0.525,0.8,0.8,0.3,0.3,0.8,0.8,0.2,0.2,1,2,,,20,1,"",2016-03-25,"489998","",,""
"381537284489998","251630448489998",2015,39,25,5374,4,2015,2.025,2.025,2.3,2.3,1.3,1.3,1.4,1.4,3.1,3.1,1,2,,,18.3,1,"",2016-03-25,"489998","",,""
"381532210489998","171867797020004",2015,39,31,1154,2,2015,0.25,0.15,0.3,0.2,0.2,0.1,0.2,0.1,0.3,0.2,1,2,2,2,13,1,"",2016-03-25,"489998","",,""
"381532211489998","171867797020004",2015,39,31,1154,3,2015,0.325,0.225,0.4,0.3,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,16,1,"",2016-03-25,"489998","",,""
"381532212489998","171867797020004",2015,39,31,1154,4,2015,0.175,0.075,0.2,0.1,0.2,0.1,0.1,0,0.2,0.1,1,2,,,15,1,"",2016-03-25,"489998","",,""
"381531633489998","171867643020004",2015,39,57,2961,2,2015,0.05,0.05,0,0,0.1,0.1,0.1,0.1,0,0,1,2,2,2,10.5,1,"",2016-03-25,"489998","",,""
"381531634489998","171867643020004",2015,39,57,2961,3,2015,0.075,0.075,0,0,0.1,0.1,0,0,0.2,0.2,1,2,,,15.7,1,"",2016-03-25,"489998","",,""
"381531635489998","171867643020004",2015,39,57,2961,4,2015,1,1,0.1,0.1,0.7,0.7,1.1,1.1,2.1,2.1,1,2,,,16.4,1,"",2016-03-25,"489998","",,""
"381537606489998","251630477489998",2015,39,61,2063,2,2015,0.225,0.225,0.7,0.7,0.2,0.2,0,0,0,0,1,2,2,2,13,1,"",2016-03-25,"489998","",,""
"381537607489998","251630477489998",2015,39,61,2063,3,2015,0.175,0.175,0,0,0.7,0.7,0,0,0,0,1,2,,,11.8,1,"",2016-03-25,"489998","",,""
"381537608489998","251630477489998",2015,39,61,2063,4,2015,0.175,0.175,0.2,0.2,0.2,0.2,0,0,0.3,0.3,1,2,,,17,1,"",2016-03-25,"489998","",,""
"381531880489998","171867740020004",2015,39,71,5390,2,2015,0.4,0.4,0.1,0.1,0.4,0.4,0.8,0.8,0.3,0.3,1,2,1,2,6,1,"",2016-03-25,"489998","",,""
"381531881489998","171867740020004",2015,39,71,5390,3,2015,1,0.9,2,1.9,0.7,0.6,0.3,0.2,1,0.9,1,2,,,6,1,"",2016-03-25,"489998","",,""
"381531882489998","171867740020004",2015,39,71,5390,4,2015,1.525,1.425,1.8,1.7,0.8,0.7,2.1,2,1.4,1.3,1,2,,,20,1,"",2016-03-25,"489998","",,""
"381540814489998","251630631489998",2015,39,73,5262,2,2015,1.575,1.2,1.3,0.9,2.5,1.7,1.5,1.2,1,1,1,2,2,2,11.8,1,"",2016-03-25,"489998","",,""
"381540815489998","251630631489998",2015,39,73,5262,3,2015,0.225,0.125,0.2,0.1,0.1,0.1,0.3,0.2,0.3,0.1,1,2,,,4.5,1,"",2016-03-25,"489998","",,""
"381540816489998","251630631489998",2015,39,73,5262,4,2015,2.3,1.2,2.2,0.8,2.5,1.5,1.5,0.8,3,1.7,1,2,,,8.3,1,"",2016-03-25,"489998","",,""
"381536646489998","251630364489998",2015,39,103,4704,2,2015,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,1,2,2,2,7,1,"",2016-03-25,"489998","",,""
"381536647489998","251630364489998",2015,39,103,4704,3,2015,0.3,0.2,0.4,0.3,0.2,0.1,0.3,0.2,0.3,0.2,1,2,,,12,1,"",2016-03-25,"489998","",,""
"381536648489998","251630364489998",2015,39,103,4704,4,2015,,,,,,,,,,,,2,,,,2,"",2016-03-25,"489998","",,""
"381533627489998","171867900020004",2015,39,119,1245,2,2015,,,,,,,,,,,,2,,,,2,"",2016-03-25,"489998","",,""
"381533628489998","171867900020004",2015,39,119,1245,3,2015,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,2,2,,,20,1,"",2016-03-25,"489998","",,""
"381533629489998","171867900020004",2015,39,119,1245,4,2015,,,,,,,,,,,,2,,,,2,"",2016-03-25,"489998","",,""
"381531499489998","171867616020004",2015,39,135,1422,2,2015,0.625,0.625,1.8,1.8,0,0,0.7,0.7,0,0,1,2,1,2,12.2,1,"",2016-03-25,"489998","",,""
"381531500489998","171867616020004",2015,39,135,1422,3,2015,0.275,0.275,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,1,2,,,12.2,1,"",2016-03-25,"489998","",,""
"381531501489998","171867616020004",2015,39,135,1422,4,2015,0.2,0.2,0,0,0.5,0.5,0,0,0.3,0.3,1,2,,,13.5,1,"",2016-03-25,"489998","",,""
"381534378489998","171867977020004",2015,39,145,4951,2,2015,2.425,2.375,3.5,3.4,1.2,1.2,2.9,2.8,2.1,2.1,1,2,2,2,5.8,1,"",2016-03-25,"489998","",,""
"381534379489998","171867977020004",2015,39,145,4951,3,2015,4.1,3.425,4,3.2,4,3.4,3.8,3.4,4.6,3.7,1,2,,,4.8,1,"",2016-03-25,"489998","",,""
"381534380489998","171867977020004",2015,39,145,4951,4,2015,2.625,1.575,2.8,1.8,2.8,1.5,2.8,1.7,2.1,1.3,1,2,,,6.1,1,"",2016-03-25,"489998","",,""
"381532091489998","171867791020004",2015,39,157,3047,2,2015,0.35,0.25,0.2,0.1,0.4,0.3,0.4,0.3,0.4,0.3,2,2,2,2,13,1,"",2016-03-25,"489998","",,""
"381532092489998","171867791020004",2015,39,157,3047,3,2015,,,,,,,,,,,,2,,,,6,"",2016-03-25,"489998","",,""
"381532093489998","171867791020004",2015,39,157,3047,4,2015,0.475,0.375,0.5,0.4,0.5,0.4,0.5,0.4,0.4,0.3,1,2,,,1,1,"",2016-03-25,"489998","",,""
"469327590489998","306266633489998",2016,39,13,4479,2,2016,1.075,1.075,1.5,1.5,1.1,1.1,0.7,0.7,1,1,2,2,1,2,20,1,"",2017-05-11,"489998","",,""
"469327591489998","306266633489998",2016,39,13,4479,3,2016,1.375,0.725,1.1,0.6,1.7,0.8,1.3,0.8,1.4,0.7,1,2,,,3,1,"",2017-05-11,"489998","",,""
"469327592489998","306266633489998",2016,39,13,4479,4,2016,1.825,1.225,1.6,1.1,1.8,1.1,1.9,1.3,2,1.4,2,2,,,20,1,"",2017-05-11,"489998","",,""
"469318089489998","306266188489998",2016,39,27,3456,2,2016,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0,0,1,2,2,2,20,1,"",2017-05-11,"489998","",,""
"469318090489998","306266188489998",2016,39,27,3456,3,2016,0.05,0.05,0,0,0,0,0.1,0.1,0.1,0.1,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469318091489998","306266188489998",2016,39,27,3456,4,2016,0.65,0.65,0.8,0.8,1.1,1.1,0.6,0.6,0.1,0.1,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469328164489998","306266649489998",2016,39,41,3878,2,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469328165489998","306266649489998",2016,39,41,3878,3,2016,0.325,0.225,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,2,2,,,7,1,"",2017-05-11,"489998","",,""
"469328166489998","306266649489998",2016,39,41,3878,4,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469326113489998","306266580489998",2016,39,53,3579,2,2016,0.25,0.15,0.2,0.1,0.3,0.2,0.2,0.1,0.3,0.2,1,2,2,2,6,1,"",2017-05-11,"489998","",,""
"469326114489998","306266580489998",2016,39,53,3579,3,2016,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,5,1,"",2017-05-11,"489998","",,""
"469326115489998","306266580489998",2016,39,53,3579,4,2016,0.325,0.225,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,1,2,,,0.6,1,"",2017-05-11,"489998","",,""
"469322603489998","306266465489998",2016,39,59,2204,2,2016,0.375,0.275,0.4,0.3,0.4,0.3,0.3,0.2,0.4,0.3,2,1,2,2,20,1,"",2017-05-11,"489998","",,""
"469322604489998","306266465489998",2016,39,59,2204,3,2016,0.725,0.625,1,0.9,0.6,0.5,0.6,0.5,0.7,0.6,1,1,,,9,1,"",2017-05-11,"489998","",,""
"469322605489998","306266465489998",2016,39,59,2204,4,2016,0.225,0.125,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,2,1,,,20,1,"",2017-05-11,"489998","",,""
"469322455489998","306266461489998",2016,39,59,2535,2,2016,0.225,0.125,0.2,0.1,0.3,0.2,0.2,0.1,0.2,0.1,2,2,2,2,6,1,"",2017-05-11,"489998","",,""
