"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"111506913010661","59828166010538",2002,39,7,5352,3,1,"FF_TOTAL","SF",1,2002-08-15,"GRFSL","2002-39-074",159.76,,86.39,,,84.92,0.694,,28.11,,28.11,1.03,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506914010661","59828166010538",2002,39,7,5352,4,1,"FF_TOTAL","SF",1,2002-08-15,"GRFSL","2002-39-075",969.28,,465.96,,,108.02,0.936,,35.9,,35.9,1.43,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506851010661","59829816010538",2002,39,13,2644,2,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-044",161.14,,119.56,,,34.78,1.057,,42.72,,42.72,1.47,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506854010661","59829816010538",2002,39,13,2644,2,1,"MIN_1","BD",1,2002-08-12,"GRFSL","2002-39-045",252.78,,227.11,,,11.3,1.25,1.74,1.96,0,1.96,0.13,4.15,3.57,15,78,14,63,365,4.75,17,13.9,0.4,0.1,1.8,0,4.2,30,3.6,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506855010661","59829816010538",2002,39,13,2644,2,1,"MIN_2","BD",1,2002-08-12,"GRFSL","2002-39-046",322.87,,297.42,,,8.56,1.64,26.28,0.44,0,0.44,0.05,4.47,3.85,14,60,7,31,321,3.99,3.2,3.9,0.3,0.2,2.8,0,1.5,19,5.7,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506852010661","59829816010538",2002,39,13,2644,3,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-047",191.52,,149.85,,,27.81,0.663,,37.65,,37.65,1.04,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506853010661","59829816010538",2002,39,13,2644,4,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-048",143.61,,117.45,,,22.28,3.462,,36.6,,36.6,1.02,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506845010661","59830348010538",2002,39,15,2715,4,1,"FF_TOTAL","SF",1,2002-08-27,"GRFSL","2002-39-076",77.8,,55.87,,,39.25,0.706,,32.62,,32.62,1.09,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506902010661","59832243010538",2002,39,31,4927,2,1,"FF_TOTAL","SF",1,2002-08-20,"GRFSL","2002-39-085",110.64,,80.57,,,37.32,1.187,,9.74,,9.74,0.41,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506905010661","59832243010538",2002,39,31,4927,2,1,"MIN_1","BD",1,2002-08-20,"GRFSL","2002-39-086",259.59,,207.64,,,25.02,1.15,5.61,4.61,0,4.61,0.25,6.23,5.68,8,114,152,3061,0,16.85,24.2,0,0,0.1,0.5,0.1,0,8,6.6,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506906010661","59832243010538",2002,39,31,4927,2,1,"MIN_2","BD",1,2002-08-20,"GRFSL","2002-39-087",301.89,,272.91,,,10.62,1.51,1.71,1.06,0,1.06,0.09,5.79,5.06,8,76,84,1478,4,8.34,22.5,0,0.2,0,0.8,0,0,10,4.2,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506903010661","59832243010538",2002,39,31,4927,3,1,"FF_TOTAL","SF",1,2002-08-20,"GRFSL","2002-39-088",233.07,,123.95,,,88.04,0.148,,41.65,,41.65,1.11,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506904010661","59832243010538",2002,39,31,4927,4,1,"FF_TOTAL","SF",1,2002-08-20,"GRFSL","2002-39-089",395.66,,285.12,,,38.77,6.303,,16.31,,16.31,0.54,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506922010661","59832674010538",2002,39,35,5793,2,1,"FF_TOTAL","SF",1,2002-08-21,"GRFSL","2002-39-082",91.17,,71.77,,,27.03,0.577,,31.28,,31.28,0.75,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506923010661","59832674010538",2002,39,35,5793,2,1,"MIN_1","BD",1,2002-08-21,"GRFSL","2002-39-083",258.39,,208.01,,,24.22,1.15,2.66,3.99,0,3.99,0.26,5.37,4.86,17,154,210,1852,22,11.68,51,0.1,0.9,0.1,8.2,0.4,0.7,21,1.2,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506924010661","59832674010538",2002,39,35,5793,2,1,"MIN_2","BD",1,2002-08-21,"GRFSL","2002-39-084",299.17,,260.08,,,15.03,1.44,1.01,0.83,0,0.83,0.08,4.57,3.84,13,69,68,419,422,7.58,17.9,2.7,0.7,0.8,2.4,0,5.1,36,0,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506892010661","59819472010538",2002,39,59,1944,2,1,"FF_TOTAL","SF",1,2002-08-14,"GRFSL","2002-39-057",39.97,,34.19,,,16.89,0.756,,33.14,,33.14,1.04,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506894010661","59819472010538",2002,39,59,1944,2,1,"MIN_1","O",1,2002-08-14,"GRFSL","2002-39-058",263.83,,219.51,,,20.19,1.21,0.01,3.83,0,3.83,0.3,5.98,5.47,15,148,446,3204,0,20.09,53.8,0,0.5,0.1,2,0.2,0,15,10.4,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506895010661","59819472010538",2002,39,59,1944,2,1,"MIN_2","O",1,2002-08-14,"GRFSL","2002-39-059",291.34,,242.73,,,20.03,1.34,0.03,1.83,0,1.83,0.15,5.93,5.35,18,121,390,2983,0,18.48,43,0,0,0,4.7,0.1,0,16,3.3,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506893010661","59819472010538",2002,39,59,1944,3,1,"FF_TOTAL","SF",1,2002-08-14,"GRFSL","2002-39-060",23.56,,17.32,,,36,0.306,,41.97,,41.97,1.46,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506874010661","59821617010538",2002,39,73,4384,2,1,"FF_TOTAL","SF",1,2002-08-07,"GRFSL","2002-39-029",170.88,,120.63,,,41.66,1.185,,32.68,,32.68,0.98,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506877010661","59821617010538",2002,39,73,4384,2,1,"MIN_1","BD",1,2002-08-07,"GRFSL","2002-39-030",270.19,,239,,,13.05,1.32,0.4,1.79,0,1.79,0.14,4.46,3.92,10,62,59,183,208,3.92,57.9,1.7,0.6,1.2,4.8,0,2.5,24,0.7,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506878010661","59821617010538",2002,39,73,4384,2,1,"MIN_2","BD",1,2002-08-07,"GRFSL","2002-39-031",316.56,,281.61,,,12.41,1.56,0.22,0.75,0,0.75,0.08,4.53,3.91,22,52,73,124,250,4.23,27.2,0.5,0.2,1,1.7,0,2.5,33,0.4,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506875010661","59821617010538",2002,39,73,4384,3,1,"FF_TOTAL","SF",1,2002-08-07,"GRFSL","2002-39-032",75.46,,57.92,,,30.28,0.466,,21.48,,21.48,0.7,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506876010661","59821617010538",2002,39,73,4384,4,1,"FF_TOTAL","SF",1,2002-08-07,"GRFSL","2002-39-033",108.72,,83.34,,,30.45,1.842,,19.72,,19.72,0.74,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506869010661","59822682010538",2002,39,79,2106,2,1,"FF_TOTAL","SF",1,2002-08-08,"GRFSL","2002-39-024",69.14,,53.52,,,29.19,0.215,,26.33,,26.33,1.14,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506872010661","59822682010538",2002,39,79,2106,2,1,"MIN_1","BD",1,2002-08-08,"GRFSL","2002-39-025",246.48,,216.35,,,13.93,1.2,1.71,3.06,0,3.06,0.25,5.71,5.23,19,156,233,1552,2,10.16,53.7,0,0.1,0.1,1.2,0.1,0,12,3.3,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506873010661","59822682010538",2002,39,79,2106,2,1,"MIN_2","O",1,2002-08-08,"GRFSL","2002-39-026",324.19,,300.42,,,7.91,1.66,0.09,0.7,0,0.7,0.08,5.64,4.95,13,73,191,730,8,5.55,23,0.1,0.2,0.1,0.9,0,0.2,8,0.3,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506870010661","59822682010538",2002,39,79,2106,3,1,"FF_TOTAL","SF",1,2002-08-08,"GRFSL","2002-39-027",148.21,,112.07,,,32.25,0.495,,31.53,,31.53,1.03,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506871010661","59822682010538",2002,39,79,2106,4,1,"FF_TOTAL","SF",1,2002-08-08,"GRFSL","2002-39-028",140.26,,114.56,,,22.43,0.563,,27.92,,27.92,0.94,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506889010661","59823251010538",2002,39,81,2843,2,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-054",5.52,,5.14,,,7.32,0.065,,,,,,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506890010661","59823251010538",2002,39,81,2843,3,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-055",22.24,,20.21,,,10.07,0.099,,43.64,,43.64,0.95,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506891010661","59823251010538",2002,39,81,2843,4,1,"FF_TOTAL","SF",1,2002-08-12,"GRFSL","2002-39-056",25.25,,23.06,,,9.52,0.136,,39.89,,39.89,1.04,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506896010661","59825609010538",2002,39,99,5047,4,1,"FF_TOTAL","SF",1,2002-08-22,"GRFSL","2002-39-090",218.39,,193.53,,,12.85,1.426,,21.6,,21.6,1.05,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506856010661","59826469010538",2002,39,105,2981,2,1,"FF_TOTAL","SF",1,2002-08-05,"GRFSL","2002-39-021",108.05,,83.64,,,29.18,1.479,,11.04,,11.04,0.53,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506849010661","59833508010538",2002,39,111,3407,2,1,"MIN_1","BD",1,2002-08-14,"GRFSL","2002-39-040",289.19,,264.66,,,9.27,1.46,4.96,1.95,0,1.95,0.17,4.61,3.95,13,94,114,509,278,6.86,64,1.2,0.5,0.8,5.2,0.1,2.6,23,1.4,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506857010661","59826469010538",2002,39,105,2981,3,1,"FF_TOTAL","SF",1,2002-08-05,"GRFSL","2002-39-022",234.96,,154.42,,,52.15,1.951,,32.69,,32.69,1.25,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506858010661","59826469010538",2002,39,105,2981,4,1,"FF_TOTAL","SF",1,2002-08-05,"GRFSL","2002-39-023",483.16,,317.83,,,52.02,1.561,,37.67,,37.67,1.29,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506846010661","59833508010538",2002,39,111,3407,2,1,"FF_TOTAL","SF",1,2002-08-14,"GRFSL","2002-39-039",140.43,,120.09,,,16.94,0.308,,29.49,,29.49,1.15,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506850010661","59833508010538",2002,39,111,3407,2,1,"MIN_2","BD",1,2002-08-14,"GRFSL","2002-39-041",343.51,,311.48,,,10.28,1.72,2.86,0.79,0,0.79,0.09,4.73,3.98,18,93,131,513,354,7.89,16.5,0.7,0.2,1.2,3.8,0,2.8,20,0.5,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506847010661","59833508010538",2002,39,111,3407,3,1,"FF_TOTAL","SF",1,2002-08-14,"GRFSL","2002-39-042",94.88,,86.72,,,9.41,0.59,,25.08,,25.08,0.87,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506848010661","59833508010538",2002,39,111,3407,4,1,"FF_TOTAL","SF",1,2002-08-14,"GRFSL","2002-39-043",140.28,,123.05,,,14,0.495,,25.24,,25.24,1.06,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506864010661","59806958010538",2002,39,115,3640,2,1,"FF_TOTAL","SF",1,2002-08-13,"GRFSL","2002-39-049",57.37,,46.52,,,23.33,0.242,,47.91,,47.91,1.11,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506867010661","59806958010538",2002,39,115,3640,2,1,"MIN_1","O",1,2002-08-13,"GRFSL","2002-39-050",303.55,,249.96,,,21.44,1.38,0.39,1.54,0,1.54,0.14,4.93,4.29,13,78,91,700,85,5.44,112.2,0,0.3,0,5.2,0.1,0.5,21,0.4,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506868010661","59806958010538",2002,39,115,3640,2,1,"MIN_2","O",1,2002-08-13,"GRFSL","2002-39-051",329.09,,272.98,,,20.55,1.51,0.01,0.95,0,0.95,0.1,5.3,4.6,16,52,106,848,43,5.78,66.3,0,0.6,0,5.4,0.1,0.3,16,1.3,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506865010661","59806958010538",2002,39,115,3640,3,1,"FF_TOTAL","SF",1,2002-08-13,"GRFSL","2002-39-052",163.48,,120.68,,,35.46,0.628,,36.38,,36.38,1.16,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506866010661","59806958010538",2002,39,115,3640,4,1,"FF_TOTAL","SF",1,2002-08-13,"GRFSL","2002-39-053",117.04,,96.42,,,21.38,0.502,,34.11,,34.11,1.02,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506897010661","59807612010538",2002,39,119,1949,2,1,"FF_TOTAL","SF",1,2002-08-06,"GRFSL","2002-39-034",156.9,,86.72,,,80.92,1.095,,28.75,,28.75,0.91,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506900010661","59807612010538",2002,39,119,1949,2,1,"MIN_1","BD",1,2002-08-06,"GRFSL","2002-39-035",233.51,,202.47,,,15.33,1.12,3.82,2.71,0,2.71,0.21,5.45,4.91,24,76,163,1333,7,8.37,83.4,0,1,0.1,4.4,0.2,0.1,12,3.3,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506901010661","59807612010538",2002,39,119,1949,2,1,"MIN_2","BD",1,2002-08-06,"GRFSL","2002-39-036",281.89,,253.3,,,11.29,1.4,5.37,1.31,0,1.31,0.09,5.17,4.5,13,58,87,676,63,5,42,0.2,0.6,0.1,2.5,0.1,0.2,7,1.2,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506898010661","59807612010538",2002,39,119,1949,3,1,"FF_TOTAL","SF",1,2002-08-06,"GRFSL","2002-39-037",127.92,,69.2,,,84.86,0.765,,22.32,,22.32,0.81,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506899010661","59807612010538",2002,39,119,1949,4,1,"FF_TOTAL","SF",1,2002-08-06,"GRFSL","2002-39-038",264.66,,158.52,,,66.96,1.168,,31.86,,31.86,1.11,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506879010661","59809293010538",2002,39,131,2188,2,1,"FF_TOTAL","SF",1,2002-07-19,"GRFSL","2002-39-016",518.01,,385.8,,,34.27,1.128,,20.6,,20.6,1.03,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506882010661","59809293010538",2002,39,131,2188,2,1,"MIN_1","BD",1,2002-07-19,"GRFSL","2002-39-017",207.06,,175.55,,,17.95,0.97,4.13,2.36,0,2.36,0.22,4.48,3.88,11,90,70,387,362,6.81,49.6,1,1.5,0.4,5.3,0.2,1.1,20,1.5,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506883010661","59809293010538",2002,39,131,2188,2,1,"MIN_2","BD",1,2002-07-19,"GRFSL","2002-39-018",309.36,,263.15,,,17.56,1.45,3.05,1.32,0,1.32,0.13,4.3,3.72,17,93,42,78,536,7,10.6,1.7,0.7,0.7,2.3,0,1.5,22,0.9,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506880010661","59809293010538",2002,39,131,2188,3,1,"FF_TOTAL","SF",1,2002-07-19,"GRFSL","2002-39-019",151.18,,117.58,,,28.58,0.8,,27.79,,27.79,1.21,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506881010661","59809293010538",2002,39,131,2188,4,1,"FF_TOTAL","SF",1,2002-07-19,"GRFSL","2002-39-020",72.93,,55.77,,,30.78,0.616,,33.13,,33.13,1.36,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
"111506884010661","59811100010538",2002,39,141,5316,2,1,"FF_TOTAL","SF",1,2002-07-16,"GRFSL","2002-39-001",190.25,,137.61,,,38.25,3.042,,11.66,,11.66,0.55,,,,,,,,,,,,,,,,,,,2002,"",2018-02-23,"126144","",2007-12-05,"10661"
