"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"63549335010538","59875667010538",2004,39,61,2063,4,1,"FF_TOTAL","SF",1,2004-06-28,"GRFSL","2004-39-014",112.3,68.36,65.18,64.28,4.87,72.28,2.882,,20.9,,20.9,0.83,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549318010538","59877102010538",2004,39,73,5262,2,1,"FF_TOTAL","SF",1,2004-07-19,"GRFSL","2004-39-051",168.6,88.8,64.05,89.86,38.65,163.24,0.515,,35.23,,35.23,1.21,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549321010538","59877102010538",2004,39,73,5262,2,1,"MIN_1","BD",1,2004-07-19,"GRFSL","2004-39-054",234.04,189.98,188.48,23.19,0.79,24.17,1.05,5.22,1.83,,1.83,0.12,4.66,4.15,7,64,50,220,133,3.19,57.9,0.2,0,0,1.5,0,1,13.8,2.9,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549322010538","59877102010538",2004,39,73,5262,2,1,"MIN_2","BD",1,2004-07-19,"GRFSL","2004-39-055",274.13,226.03,216.82,21.28,4.25,26.43,1.2,2.56,0.81,,0.81,0.06,4.59,4.09,2,62,19,53,159,2.35,48.9,0,0,0,0.6,0,1,13.2,1.6,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549319010538","59877102010538",2004,39,73,5262,3,1,"FF_TOTAL","SF",1,2004-07-19,"GRFSL","2004-39-052",86.15,42.88,40.51,100.91,5.85,112.67,0.716,,38.61,,38.61,1.21,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549320010538","59877102010538",2004,39,73,5262,4,1,"FF_TOTAL","SF",1,2004-07-19,"GRFSL","2004-39-053",183.55,103.59,99.85,77.19,3.75,83.83,1.104,,27.49,,27.49,0.96,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549363010538","59877582010538",2004,39,75,1717,2,1,"FF_TOTAL","SF",1,2004-07-14,"GRFSL","2004-39-056",130.35,57.06,54.12,128.44,5.43,140.86,0.598,,34.97,,34.97,0.97,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549366010538","59877582010538",2004,39,75,1717,2,1,"MIN_1","BD",1,2004-07-14,"GRFSL","2004-39-059",275.25,219.72,217.75,25.27,0.91,26.41,1.21,37.97,2.81,,2.81,0.23,4.66,4.4,2,103,98,498,85,4.49,130.1,0,0.1,0,2.5,0.1,0.3,14.8,19.9,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549367010538","59877582010538",2004,39,75,1717,2,1,"MIN_2","BD",1,2004-07-14,"GRFSL","2004-39-060",313.67,267.84,265.84,17.11,0.75,17.99,1.48,32.79,0.92,,0.92,0.07,4.7,4.23,1,71,32,118,113,2.29,94.4,0,0,0,0.6,0,0.1,17.2,23.7,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549364010538","59877582010538",2004,39,75,1717,3,1,"FF_TOTAL","SF",1,2004-07-14,"GRFSL","2004-39-057",51.33,17.74,16.93,189.35,4.81,203.27,0.166,,34.64,,34.64,1.22,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549365010538","59877582010538",2004,39,75,1717,4,1,"FF_TOTAL","SF",1,2004-07-14,"GRFSL","2004-39-058",82.95,40.1,37.74,106.86,6.26,119.8,0.834,,46.97,,46.97,0.77,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549343010538","59879090010538",2004,39,81,5147,2,1,"FF_TOTAL","SF",1,2004-08-04,"GRFSL","2004-39-061",293.74,96.37,91.16,204.8,5.71,222.21,0.806,,27.87,,27.87,1.07,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549346010538","59879090010538",2004,39,81,5147,2,1,"MIN_1","BD",1,2004-08-04,"GRFSL","2004-39-064",222.98,151,148.71,47.67,1.54,49.94,0.83,10.19,4.71,,4.71,0.3,4.29,3.96,9,134,58,849,250,7.88,193.8,1.9,0.2,0,4.7,0.2,1.1,27.2,14,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549347010538","59879090010538",2004,39,81,5147,2,1,"MIN_2","BD",1,2004-08-04,"GRFSL","2004-39-065",323.36,250.54,247.71,29.07,1.14,30.54,1.38,4.18,2.14,,2.14,0.13,4.39,3.96,7,83,16,193,338,5.1,107.5,0.6,0,0,2.1,0.1,0.5,28.3,6.1,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549344010538","59879090010538",2004,39,81,5147,3,1,"FF_TOTAL","SF",1,2004-08-04,"GRFSL","2004-39-062",95.83,41.48,38.83,131.03,6.83,146.8,1.056,,41.69,,41.69,0.91,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549345010538","59879090010538",2004,39,81,5147,4,1,"FF_TOTAL","SF",1,2004-08-04,"GRFSL","2004-39-063",127.34,44.43,42.08,186.61,5.58,202.6,0.62,,42.59,,42.59,1.23,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549357010538","59880373010538",2004,39,89,1536,2,1,"FF_TOTAL","SF",1,2004-07-01,"GRFSL","2004-39-017",732.96,439.19,423.2,66.89,3.78,73.19,2.079,,16.31,,16.31,0.65,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549360010538","59880373010538",2004,39,89,1536,2,1,"MIN_1","BD",1,2004-07-01,"GRFSL","2004-39-020",267.6,228.09,221.95,17.32,2.77,20.57,1.23,11.48,6.06,,6.06,0.18,4.67,4.21,8,79,39,292,80,2.9,37.2,0,0,0,3.9,0.1,1.3,7.6,8.9,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549361010538","59880373010538",2004,39,89,1536,2,1,"MIN_2","BD",1,2004-07-01,"GRFSL","2004-39-021",337.77,303.2,301.14,11.4,0.69,12.17,1.67,3.86,0.38,,0.38,0.04,4.8,4.24,14,68,48,337,109,3.52,26.1,0,0,0,0.9,0,2.5,11.8,5.1,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549358010538","59880373010538",2004,39,89,1536,3,1,"FF_TOTAL","SF",1,2004-07-01,"GRFSL","2004-39-018",494.05,271.38,254,82.05,6.84,94.51,1.497,,26.24,,26.24,0.92,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549359010538","59880373010538",2004,39,89,1536,4,1,"FF_TOTAL","SF",1,2004-07-01,"GRFSL","2004-39-019",245.17,164.22,156.61,49.29,4.86,56.54,1.154,,24.73,,24.73,0.75,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549373010538","59882113010538",2004,39,103,4704,2,1,"FF_TOTAL","SF",1,2004-07-28,"GRFSL","2004-39-066",46.82,21.45,20.35,118.28,5.39,130.04,0.45,,34.67,,34.67,1.26,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549375010538","59882113010538",2004,39,103,4704,2,1,"MIN_1","O",1,2004-07-28,"GRFSL","2004-39-068",203.19,140.85,138.28,44.26,1.86,46.94,,13.41,5.38,,5.38,0.37,5.52,5.21,10,143,160,1484,11,9.25,75.3,0,0,0,1,0.2,0,14,152.9,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549376010538","59882113010538",2004,39,103,4704,2,1,"MIN_2","O",1,2004-07-28,"GRFSL","2004-39-069",287.63,252.38,249.98,13.97,0.96,15.06,,17.2,1.13,,1.13,0.07,5.06,4.64,10,43,46,258,89,2.81,39.8,0,0,0,0.3,0,0,17.7,119.3,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549374010538","59882113010538",2004,39,103,4704,3,1,"FF_TOTAL","SF",1,2004-07-28,"GRFSL","2004-39-067",167.84,71.25,67.68,135.56,5.27,147.97,0.887,,36.21,,36.21,1.62,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549338010538","59862539010538",2004,39,113,1116,2,1,"FF_TOTAL","SF",1,2004-06-29,"GRFSL","2004-39-022",177.43,112.93,104.73,57.12,7.83,69.42,1.158,,33.08,,33.08,0.9,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549341010538","59862539010538",2004,39,113,1116,2,1,"MIN_1","BD",1,2004-06-29,"GRFSL","2004-39-025",286.31,223.71,221.51,27.98,0.99,29.25,1.23,11.91,3.13,,3.13,0.22,5.28,4.94,10,50,225,1273,11,8.5,35.2,0,0,0,0.9,0.1,0.7,8.3,4.5,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549342010538","59862539010538",2004,39,113,1116,2,1,"MIN_2","BD",1,2004-06-29,"GRFSL","2004-39-026",355.81,307.57,305.47,15.68,0.69,16.48,1.7,22.23,1.04,,1.04,0.08,5.17,4.65,4,33,156,554,45,4.65,12.4,0,0,0,0.3,0,0.3,3.9,1.8,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549339010538","59862539010538",2004,39,113,1116,3,1,"FF_TOTAL","SF",1,2004-06-29,"GRFSL","2004-39-023",25.31,15.96,14.95,58.58,6.74,69.27,0.661,,38.6,,38.6,1.32,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549340010538","59862539010538",2004,39,113,1116,4,1,"FF_TOTAL","SF",1,2004-06-29,"GRFSL","2004-39-024",63.38,48.48,45.01,30.73,7.72,40.82,0.498,,34,,34,0.97,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549323010538","59865858010538",2004,39,141,4924,2,1,"FF_TOTAL","SF",1,2004-06-21,"GRFSL","2004-39-027",127.6,57.41,51.67,122.26,11.11,146.96,0.24,,41.75,,41.75,1.41,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549326010538","59865858010538",2004,39,141,4924,2,1,"MIN_1","BD",1,2004-06-21,"GRFSL","2004-39-030",228.11,164.56,163.12,38.62,0.89,39.85,0.91,4.17,3.37,,3.37,0.28,5.83,5.54,14,101,225,1782,1,11.07,35.2,0,0,0,0.1,0.3,0,7.2,4,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549327010538","59865858010538",2004,39,141,4924,2,1,"MIN_2","BD",1,2004-06-21,"GRFSL","2004-39-031",297.42,242.53,240.43,22.63,0.87,23.7,1.34,22.68,1.42,,1.42,0.14,5.37,4.91,8,75,138,835,12,5.67,33.8,0,0.1,0,0.3,0.2,0.1,4.1,2.5,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549324010538","59865858010538",2004,39,141,4924,3,1,"FF_TOTAL","SF",1,2004-06-21,"GRFSL","2004-39-028",781.14,389.63,362.69,100.48,7.43,115.38,1.026,,26.05,,26.05,0.97,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549325010538","59865858010538",2004,39,141,4924,4,1,"FF_TOTAL","SF",1,2004-06-21,"GRFSL","2004-39-029",54.06,41.91,39.28,28.99,6.71,37.64,0.183,,22.4,,22.4,0.67,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549377010538","59867573010538",2004,39,147,4302,4,1,"FF_TOTAL","SF",1,2004-07-26,"GRFSL","2004-39-070",27.22,18.77,17.92,45.02,4.75,51.9,0.373,,32.38,,32.38,0.88,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549369010538","59868956010538",2004,39,155,4794,3,1,"FF_TOTAL","SF",1,2004-07-29,"GRFSL","2004-39-072",22.96,14,13.42,64,4.29,71.03,0.678,,25.2,,25.2,0.99,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549368010538","59868956010538",2004,39,155,4794,2,1,"FF_TOTAL","SF",1,2004-07-29,"GRFSL","2004-39-071",42.33,15.54,14.62,172.39,6.26,189.44,0.185,,44.3,,44.3,1.73,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549371010538","59868956010538",2004,39,155,4794,2,1,"MIN_1","O",1,2004-07-29,"GRFSL","2004-39-074",223.31,179.73,177.02,24.25,1.53,26.15,,13.23,3.06,,3.06,0.21,4.26,3.84,12,75,70,168,464,6.82,43.6,18.1,0.1,0,3.2,0,4.5,34.7,4.5,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549372010538","59868956010538",2004,39,155,4794,2,1,"MIN_2","O",1,2004-07-29,"GRFSL","2004-39-075",322.97,286.08,283.12,12.89,1.04,14.07,,1.15,1.08,,1.08,0.1,4.47,3.98,4,29,38,51,273,3.69,24.2,1.8,0,0,1.9,0,1.4,32,1.4,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549370010538","59868956010538",2004,39,155,4794,4,1,"FF_TOTAL","SF",1,2004-07-29,"GRFSL","2004-39-073",64.96,31.14,29.61,108.61,5.15,119.35,0.455,,39.1,,39.1,0.96,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549308010538","59871051010538",2004,39,167,2121,2,1,"FF_TOTAL","SF",1,2004-07-12,"GRFSL","2004-39-076",129.09,75.21,71.54,71.64,5.13,80.45,0.469,,35.34,,35.34,0.86,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549311010538","59871051010538",2004,39,167,2121,2,1,"MIN_1","BD",1,2004-07-12,"GRFSL","2004-39-079",287.86,77.36,75.94,272.1,1.87,279.06,0.42,0.6,4.15,,4.15,0.27,6.19,5.81,13,141,548,2656,1,18.18,25,0,0,0,0.1,0.1,0,14.3,3.3,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549312010538","59871051010538",2004,39,167,2121,2,1,"MIN_2","BD",1,2004-07-12,"GRFSL","2004-39-080",335.42,269.85,265.73,24.3,1.55,26.23,1.48,0.22,1.52,,1.52,0.1,6.24,5.67,14,123,486,2206,1,15.39,13,0,0,0,0,0,0,8.7,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549309010538","59871051010538",2004,39,167,2121,3,1,"FF_TOTAL","SF",1,2004-07-12,"GRFSL","2004-39-077",92.52,54.15,51.21,70.86,5.75,80.68,0.283,,42.14,,42.14,1.14,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"63549310010538","59871051010538",2004,39,167,2121,4,1,"FF_TOTAL","SF",1,2004-07-12,"GRFSL","2004-39-078",39.11,26.33,25.08,48.54,4.98,55.93,0.202,,28.66,,28.66,0.84,,,,,,,,,,,,,,,,,,,2004,"",2018-02-23,"126144","",2006-08-16,"10538"
"71399350010538","66400505010538",2005,39,15,4442,4,1,"FF_TOTAL","SF",1,2005-07-11,"GRFSL","05-39-045",44.06,39.51,37.57,11.52,5.16,17.27,0.266,,32.73,,32.73,1.1,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399379010538","66400768010538",2005,39,19,1299,2,1,"FF_TOTAL","SF",1,2005-06-28,"GRFSL","05-39-028",97.59,77.41,74.98,26.07,3.24,30.16,2.21,,12.82,,12.82,0.65,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399377010538","66400768010538",2005,39,19,1299,2,1,"MIN_1","BD",1,2005-06-28,"GRFSL","05-39-031",206.06,177.77,174.95,15.91,1.61,17.78,0.97,0.27,3.14,,3.14,0.21,4.75,4.33,13,105,126,551,85,5.05,270.8,0,0.9,0,3.9,0.2,0.3,23.6,4.5,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399378010538","66400768010538",2005,39,19,1299,2,1,"MIN_2","BD",1,2005-06-28,"GRFSL","05-39-032",241.34,211.36,208.77,14.18,1.24,15.6,1.16,0.19,2.15,,2.15,0.11,4.64,4.16,9,60,65,222,158,3.6,201.4,0,0.6,0,1.8,0.1,0.2,25.3,5,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399380010538","66400768010538",2005,39,19,1299,3,1,"FF_TOTAL","SF",1,2005-06-28,"GRFSL","05-39-029",130.44,111.21,108.47,17.29,2.52,20.25,1.668,,16.9,,16.9,0.71,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399381010538","66400768010538",2005,39,19,1299,4,1,"FF_TOTAL","SF",1,2005-06-28,"GRFSL","05-39-030",59.44,48.2,46.07,23.32,4.63,29.03,0.479,,23.95,,23.95,0.95,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399392010538","66401283010538",2005,39,21,2936,3,1,"FF_TOTAL","SF",1,2005-07-18,"GRFSL","05-39-043",179.74,115.37,112.12,55.79,2.9,60.31,0.826,,12,,12,0.56,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399389010538","66402727010538",2005,39,33,4995,2,1,"FF_TOTAL","SF",1,2005-08-03,"GRFSL","05-39-063",61.98,51.57,48.82,20.19,5.63,26.95,0.454,,25.94,,25.94,0.86,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399387010538","66402727010538",2005,39,33,4995,2,1,"MIN_1","BD",1,2005-08-03,"GRFSL","05-39-066",289.1,236.35,232.82,22.32,1.52,24.17,1.29,0.33,3.57,,3.57,0.22,5.39,5,12,204,307,1692,3,11.58,49.5,0,0.5,0,1,0.1,0.1,10.8,15.2,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399388010538","66402727010538",2005,39,33,4995,2,1,"MIN_2","BD",1,2005-08-03,"GRFSL","05-39-067",302.72,253.75,250.68,19.3,1.23,20.76,1.39,0.1,2.71,,2.71,0.17,5.43,4.95,8,110,170,1085,4,7.17,28,0,0.5,0,0.6,0.1,0.1,6.5,11.7,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399390010538","66402727010538",2005,39,33,4995,3,1,"FF_TOTAL","SF",1,2005-08-03,"GRFSL","05-39-064",130.93,90.58,86.62,44.55,4.57,51.15,0.696,,21.97,,21.97,0.85,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399391010538","66402727010538",2005,39,33,4995,4,1,"FF_TOTAL","SF",1,2005-08-03,"GRFSL","05-39-065",39.39,31.05,29.91,26.86,3.8,31.68,1.511,,16.83,,16.83,0.65,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399393010538","66404522010538",2005,39,37,1088,3,1,"FF_TOTAL","SF",1,2005-07-19,"GRFSL","05-39-042",183.09,122.14,115.54,49.9,5.71,58.47,0.851,,30.57,,30.57,1.1,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399385010538","66406855010538",2005,39,59,5447,4,1,"FF_TOTAL","SF",1,2005-06-30,"GRFSL","05-39-034",23.9,18.51,17.03,29.12,8.66,40.31,0.402,,41.81,,41.81,1.55,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399384010538","66406855010538",2005,39,59,5447,2,1,"FF_TOTAL","SF",1,2005-06-30,"GRFSL","05-39-033",75.23,51.4,47.87,46.36,7.39,57.17,0.996,,37.07,,37.07,1.32,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399382010538","66406855010538",2005,39,59,5447,2,1,"MIN_1","BD",1,2005-06-30,"GRFSL","05-39-035",239.21,205.79,202.27,16.24,1.74,18.26,1.12,3.41,3.8,,3.8,0.22,5.54,5.13,17,183,286,1557,3,10.69,144.2,0,0.4,0,0.7,0.2,0,10.9,7.3,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399383010538","66406855010538",2005,39,59,5447,2,1,"MIN_2","BD",1,2005-06-30,"GRFSL","05-39-036",273.86,235.92,232.1,16.08,1.65,17.99,1.29,0.94,2.74,,2.74,0.14,4.74,4.23,13,207,224,921,185,9.09,222.9,0,1.5,0,0.9,0.1,0.4,13.8,2.4,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399366010538","66407100010538",2005,39,61,2287,2,1,"FF_TOTAL","SF",1,2005-07-11,"GRFSL","05-39-046",47.46,37.16,35.47,27.72,4.77,33.81,0.465,,22.4,,22.4,0.78,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399364010538","66407100010538",2005,39,61,2287,2,1,"MIN_1","BD",1,2005-07-11,"GRFSL","05-39-048",293.73,240.56,236.19,22.1,1.85,24.36,1.31,3.09,2.95,,2.95,0.14,5.17,4.73,19,136,246,2166,43,13.74,90.4,0.3,0.6,0,1.5,0.1,0.5,11.8,25.9,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399365010538","66407100010538",2005,39,61,2287,2,1,"MIN_2","BD",1,2005-07-11,"GRFSL","05-39-049",318.31,260.96,255.92,21.98,1.97,24.38,1.42,0.54,1.15,,1.15,0.05,5.24,4.76,19,132,235,2631,67,16.22,65.7,0,0.5,0,1.2,0,0.2,6.3,50,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399399010538","66407994010538",2005,39,69,5636,2,1,"MIN_1","BD",1,2005-07-26,"GRFSL","05-39-061",267.38,219.36,217.24,21.89,0.98,23.08,1.21,0.21,4.64,,4.64,0.27,5.66,5.39,11,128,225,1706,1,10.75,27.5,0.2,0.1,0,0.2,0.1,0,9.3,19.4,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399367010538","66407100010538",2005,39,61,2287,4,1,"FF_TOTAL","SF",1,2005-07-11,"GRFSL","05-39-047",1.99,1.77,1.77,12.43,0,12.43,0.057,,41.31,,41.31,1.04,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399386010538","66407916010538",2005,39,67,1501,4,1,"FF_TOTAL","SF",1,2005-06-29,"GRFSL","05-39-041",8.29,6.07,5.68,36.57,6.85,45.93,0.402,,,,,,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399401010538","66407994010538",2005,39,69,5636,2,1,"FF_TOTAL","SF",1,2005-07-26,"GRFSL","05-39-059",531.09,287.7,276.74,84.6,3.96,91.91,0.882,,25.07,,25.07,0.87,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399400010538","66407994010538",2005,39,69,5636,2,1,"MIN_2","BD",1,2005-07-26,"GRFSL","05-39-062",270.42,240.17,237.63,12.6,1.07,13.8,1.32,0.37,2.78,,2.78,0.15,5.4,5.13,12,61,171,1297,1,8.1,20.6,0,0.1,0,0.1,0.1,0,5.4,8.9,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399402010538","66407994010538",2005,39,69,5636,3,1,"FF_TOTAL","SF",1,2005-07-26,"GRFSL","05-39-060",4.68,3.95,3.53,18.48,12,32.7,0.178,,45.91,,45.91,1.26,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399356010538","66409182010538",2005,39,73,1771,3,1,"FF_TOTAL","SF",1,2005-06-16,"GRFSL","05-39-006",68.63,37.46,36,83.21,4.06,90.64,0.199,,27.36,,27.36,0.94,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399357010538","66409182010538",2005,39,73,1771,4,1,"FF_TOTAL","SF",1,2005-06-16,"GRFSL","05-39-007",60.28,33.14,31.69,81.89,4.59,90.24,0.255,,29.79,,29.79,0.94,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399342010538","66410984010538",2005,39,87,1355,2,1,"FF_TOTAL","SF",1,2005-06-22,"GRFSL","05-39-008",57.38,45.47,42.55,26.19,6.85,34.84,0.684,,41.66,,41.66,1.47,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399340010538","66410984010538",2005,39,87,1355,2,1,"MIN_1","BD",1,2005-06-22,"GRFSL","05-39-011",294.87,234.03,231.04,26,1.29,27.62,1.28,1.15,3.73,,3.73,0.16,4.84,4.48,12,144,146,1368,20,8.66,136.5,0.2,1.3,0,6.8,0.1,1.1,9.2,2,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399341010538","66410984010538",2005,39,87,1355,2,1,"MIN_2","BD",1,2005-06-22,"GRFSL","05-39-012",362.82,313.89,310.96,15.59,0.94,16.68,1.73,2.95,1.18,,1.18,0.03,4.37,3.8,11,149,149,893,168,7.98,32,0.9,1.8,1.4,3.6,0,4.5,9.4,0.8,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399343010538","66410984010538",2005,39,87,1355,3,1,"FF_TOTAL","SF",1,2005-06-22,"GRFSL","05-39-009",30.08,29.18,28.61,3.08,2,5.14,1.012,,19.31,,19.31,0.66,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399344010538","66410984010538",2005,39,87,1355,4,1,"FF_TOTAL","SF",1,2005-06-22,"GRFSL","05-39-010",61.29,54.24,51.03,13,6.29,20.11,2.256,,39.45,,39.45,1.19,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399396010538","66412678010538",2005,39,99,3684,2,1,"FF_TOTAL","SF",1,2005-07-06,"GRFSL","05-39-037",63.77,33.5,31.71,90.36,5.64,101.1,0.748,,30.32,,30.32,0.87,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399394010538","66412678010538",2005,39,99,3684,2,1,"MIN_1","BD",1,2005-07-06,"GRFSL","05-39-039",280,217.54,212.93,28.71,2.17,31.5,1.18,6.7,3.52,,3.52,0.18,4.6,4.23,14,65,38,240,161,3.52,130.4,0.4,0.6,0,4.5,0.1,1,23.7,2.4,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
